status,employee id,employee email,employee first name,employee last name,start date,end date,employee job title,annual salary (usd),benefits and others,bonus target - % of salary,commission - % of salary,cost center,equity,function,job family,job level,job location,manager’s employee id,okr,employment type
ACTIVE,E000630,dfdemostagingCortez.Underwood@gmail.com,Cortez,Underwood,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000089,,Permanent Full-time
ACTIVE,E000631,dfdemostagingLily.Rice@gmail.com,Lily,Rice,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000089,,Permanent Full-time
ACTIVE,E000632,dfdemostagingEmerson.Shields@gmail.com,Emerson,Shields,9/1/2018,,Senior FE Engineer,78827,11501,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000089,,Permanent Full-time
ACTIVE,E000633,dfdemostagingJustine.Tapia@gmail.com,Justine,Tapia,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000089,,Permanent Full-time
ACTIVE,E000634,dfdemostagingKaylen.Gentry@gmail.com,Kaylen,Gentry,9/1/2018,,Senior BE Engineer,87764,12805,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - Remote,E000089,,Permanent Full-time
ACTIVE,E000635,dfdemostagingAdalyn.Robles@gmail.com,Adalyn,Robles,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000089,,Permanent Full-time
ACTIVE,E000636,dfdemostagingKatelyn.Sanchez@gmail.com,Katelyn,Sanchez,9/1/2018,,Full Stack Engineer,81000,12000,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - Remote,E000090,,Permanent Full-time
ACTIVE,E000637,dfdemostagingKaylen.Ingram@gmail.com,Kaylen,Ingram,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000090,,Permanent Full-time
ACTIVE,E000638,dfdemostagingBailee.Vasquez@gmail.com,Bailee,Vásquez,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000090,,Permanent Full-time
ACTIVE,E000639,dfdemostagingKaylen.Robles@gmail.com,Kaylen,Robles,9/1/2018,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000090,,Permanent Full-time
ACTIVE,E000640,dfdemostagingMalaki.Hanna@gmail.com,Malaki,Hanna,9/1/2018,,Marketing Communications Manager,78518,11352,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Marketing communications,Mid-level,US - SF Bay Area,E000090,,Permanent Full-time
ACTIVE,E000641,dfdemostagingLyla.Fowler@gmail.com,Lyla,Fowler,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000090,,Permanent Full-time
ACTIVE,E000642,dfdemostagingMalaki.Villarreal@gmail.com,Malaki,Villarreal,9/1/2018,,Senior BE Engineer,52337,7636,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Senior,Europe - Krakow,E000090,,Permanent Full-time
ACTIVE,E000643,dfdemostagingAntoine.Lane@gmail.com,Antoine,Lane,9/1/2018,,Senior FE Engineer,78907,11513,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Senior,Asia - Singapore,E000091,,Permanent Full-time
ACTIVE,E000644,dfdemostagingAiden.Lane@gmail.com,Aiden,Lane,9/1/2018,,BE Engineer,80352,11904,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Mid-level,US - SF Bay Area,E000091,,Permanent Full-time
ACTIVE,E000645,dfdemostagingLyla.Tapia@gmail.com,Lyla,Tapia,9/1/2018,,Senior Product Marketing Manager,86187,12272,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Senior,US - SF Bay Area,E000091,,Permanent Full-time
ACTIVE,E000646,dfdemostagingChanel.Lester@gmail.com,Chanel,Lester,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000091,,Permanent Full-time
ACTIVE,E000647,dfdemostagingIreland.Kline@gmail.com,Ireland,Kline,9/1/2018,,FE Engineer,72463,10735,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000091,,Permanent Full-time
ACTIVE,E000648,dfdemostagingMalaki.Gentry@gmail.com,Malaki,Gentry,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000091,,Permanent Full-time
ACTIVE,E000649,dfdemostagingRyann.Golden@gmail.com,Ryann,Golden,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000091,,Permanent Full-time
ACTIVE,E000650,dfdemostagingKaylen.Young@gmail.com,Kaylen,Young,9/1/2018,,Senior Account Executive,75794,13398,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000092,,Permanent Full-time
ACTIVE,E000651,dfdemostagingKaila.Cooper@gmail.com,Kaila,Cooper,9/1/2018,,FE Engineer,72463,10735,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000092,,Permanent Full-time
ACTIVE,E000652,dfdemostagingAlbert.Galloway@gmail.com,Albert,Galloway,9/1/2018,,Associate Customer Success Manager,63784,11424,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000092,,Permanent Full-time
ACTIVE,E000653,dfdemostagingAlbert.Gentry@gmail.com,Albert,Gentry,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000092,,Permanent Full-time
ACTIVE,E000654,dfdemostagingMarques.Cochran@gmail.com,Marques,Cochran,9/1/2018,,Associate Customer Success Manager,63851,11436,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000092,,Permanent Full-time
ACTIVE,E000655,dfdemostagingJustine.Rasmussen@gmail.com,Justine,Rasmussen,9/1/2018,,Senior Account Executive,75953,13426,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - SF Bay Area,E000092,,Permanent Full-time
ACTIVE,E000656,dfdemostagingMalaki.Young@gmail.com,Malaki,Young,9/1/2018,,Senior FE Engineer,52391,7644,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000092,,Permanent Full-time
ACTIVE,E000657,dfdemostagingTyrell.Gentry@gmail.com,Tyrell,Gentry,9/1/2018,,Engineering Director,126360,15600,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Management,Director,US - Boston,E000776,,Permanent Full-time
ACTIVE,E000658,dfdemostagingYesenia.Ingram@gmail.com,Yesenia,Ingram,9/1/2018,,Engineering Director,126490,15616,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Management,Director,US - SF Bay Area,E000093,,Permanent Full-time
ACTIVE,E000659,dfdemostagingRoderick.Dennis@gmail.com,Roderick,Dennis,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000093,,Permanent Full-time
ACTIVE,E000660,dfdemostagingAlbert.Mcfarland@gmail.com,Albert,Mcfarland,9/1/2018,,VP of Product Management,143762,16558,0.30,0.00,300 - Product,17964,Product,Product Management,VP,US - SF Bay Area,E000093,,Permanent Full-time
ACTIVE,E000661,dfdemostagingChanel.Perez@gmail.com,Chanel,Perez,9/1/2018,,Senior Product Marketing Manager,86187,12272,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Senior,US - SF Bay Area,E000093,,Permanent Full-time
ACTIVE,E000662,dfdemostagingLily.Shields@gmail.com,Lily,Shields,9/1/2018,,Senior FE Engineer,52391,7644,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000093,,Permanent Full-time
ACTIVE,E000663,dfdemostagingCortez.Gentry@gmail.com,Cortez,Gentry,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000093,,Permanent Full-time
ACTIVE,E000664,dfdemostagingLyla.Dennis@gmail.com,Lyla,Dennis,Sat Sep 01 2018 00:00:00 GMT+0200,,BE Engineer,48065,7121,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Mid-level,Europe - Krakow,E000094,,Permanent Full-time
ACTIVE,E000665,dfdemostagingKaylen.Fowler@gmail.com,Kaylen,Fowler,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000094,,Permanent Full-time
ACTIVE,E000666,dfdemostagingZack.Lester@gmail.com,Zack,Lester,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000094,,Permanent Full-time
ACTIVE,E000667,dfdemostagingAntoine.Tapia@gmail.com,Antoine,Tapia,9/1/2018,,Product Manager,79786,11676,0.30,0.00,300 - Product,17964,Product,Product Management,Mid-level,US - Remote,E000094,,Permanent Full-time
ACTIVE,E000668,dfdemostagingAlbert.Hanna@gmail.com,Albert,Hanna,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US - Remote,E000094,,Permanent Full-time
ACTIVE,E000669,dfdemostagingRoderick.Mcfarland@gmail.com,Roderick,Mcfarland,9/1/2018,,Engineering Director,126360,15600,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/Management,Director,US - Boston,E000094,,Permanent Full-time
ACTIVE,E000670,dfdemostagingUlises.Lester@gmail.com,Ulises,Lester,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000094,,Permanent Full-time
ACTIVE,E000671,dfdemostagingRyann.Underwood@gmail.com,Ryann,Underwood,9/1/2018,,Principal BE Engineer,56979,8207,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/BE,Principal,Europe - Krakow,E000095,,Permanent Full-time
ACTIVE,E000672,dfdemostagingYesenia.Dennis@gmail.com,Yesenia,Dennis,9/1/2018,,Senior Account Executive,75874,13412,0.30,0.00,401 - Sales,17964,Sales,Sales,Senior,US ‐ Remote,E000095,,Permanent Full-time
ACTIVE,E000673,dfdemostagingWyatt.Greene@gmail.com,Wyatt,Greene,9/001/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000095,,Permanent Full-time
ACTIVE,E000674,dfdemostagingJustine.Lane@gmail.com,Justine,Lane,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000095,,Permanent Full-time
ACTIVE,E000675,dfdemostagingSavion.Shields@gmail.com,Savion,Shields,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000095,,Permanent Full-time
ACTIVE,E000676,dfdemostagingChanel.Mayo@gmail.com,Chanel,Mayo,9/1/2018,,Full Stack Engineer,81000,12000,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/Full stack,Mid-level,US - Remote,E000095,,Permanent Full-time
ACTIVE,E000677,dfdemostagingChanel.Middleton@gmail.com,Chanel,Middleton,9/1/2018,,Associate Account Executive,63888,11616,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000095,,Permanent Full-time
ACTIVE,E000678,dfdemostagingKatelyn.Rhodes@gmail.com,Katelyn,Rhodes,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000096,,Permanent Full-time
ACTIVE,E000679,dfdemostagingCortez.Middleton@gmail.com,Cortez,Middleton,9/1/2018,,BE Engineer,80352,11904,.3,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Mid-level,US - SF Bay Area,E000096,,Permanent Full-time
ACTIVE,E000680,dfdemostagingAbigail.Kline@gmail.com,Abigail,Kline,9/1/2018,,Associate Account Executive,63822,11604,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000096,,Permanent Full-time
ACTIVE,E000681,dfdemostagingCortez.Coleman@gmail.com,Cortez,Coleman,9/1/2018,,Senior BE Engineer,87764,12805,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - Remote,E000096,,Permanent Full-time
ACTIVE,E000682,dfdemostagingJustine.Kline@gmail.com,Justine,Kline,Sat Sep 01 2018 00:00:00 GMT+0200,,Product Marketing Manager,78435,11340,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/Product Marketing,Mid-level,US - Boston,E000096,,Permanent Full-time
ACTIVE,E000683,dfdemostagingMarques.Rasmussen@gmail.com,Marques,Rasmussen,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000096,,Permanent Full-time
ACTIVE,E000684,dfdemostagingBailee.Middleton@gmail.com,Bailee,Middleton,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000096,,Permanent Full-time
ACTIVE,E000685,dfdemostagingBailee.Sanchez@gmail.com,Bailee,Sanchez,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E0000'97,,Permanent Full-time
ACTIVE,E000686,dfdemostagingAlbert.Coleman@gmail.com,Albert,Coleman,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000097,,Permanent Full-time
ACTIVE,E000687,dfdemostagingTyrell.Dennis@gmail.com,Tyrell,Dennis,9/1/2018,,FE Engineer,72244,10703,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Mid-level,Asia - Singapore,E000097,,Permanent Full-time
ACTIVE,E000688,dfdemostagingDakota.Ingram@gmail.com,Dakota,Ingram,9/1/2018,,Senior FE Engineer,52391,7644,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000097,,Permanent Full-time
ACTIVE,E000689,dfdemostagingYesenia.Mayo@gmail.com,Yesenia,Mayo,9/1/2018,,Account Executive,69769,12493,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Boston,E000097,,Permanent Full-time
ACTIVE,E000690,dfdemostagingCortez.Perez@gmail.com,Cortez,Perez,9/1/2018,,Senior Product Designer,83226,12610,0.30,0.00,300 - Product,17964,Product,Design,Senior,US - Remote,E000097,,Permanent Full-time
ACTIVE,E000691,dfdemostagingSavion.Mayo@gmail.com,Savion,Mayo,9/1/2018,,VP of Product Management,143762,16558,0.30,0.00,300 - Product,17964,Product,Product Management,VP,US - SF Bay Area,E000097,,Permanent Full-time
ACTIVE,E000692,dfdemostagingChanel.Hanna@gmail.com,Chanel,Hanna,9/1/2018,,Associate Account Executive,63756,11592,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000098,,Permanent Full-time
ACTIVE,E000693,dfdemostagingIreland.Lester@gmail.com,Ireland,Lester,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000098,,Permanent Full-time
ACTIVE,E000694,dfdemostagingEvangeline.Ingram@gmail.com,Evangeline,Ingram,9/1/2018,,Human Resources Manager,98595,14085,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Human Resources,Manager,US - SF Bay Area,E000098,,Permanent Full-time
ACTIVE,E000695,dfdemostagingDakota.Perez@gmail.com,Dakota,Perez,9/1/2018,,BE Engineer,80352,11904,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Mid-level,US - SF Bay Area,E000098,,Permanent Full-time
ACTIVE,E000696,dfdemostagingSavion.Cochran@gmail.com,Savion,Cochran,9/1/2018,,Associate Customer Success Manager,63985,11460,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000098,’,Permanent Full-time
ACTIVE,E000697,dfdemostagingSavion.Tapia@gmail.com,Savion,Tapia,9/1/2018,,Associate Product Designer,68164,10681,0.30,0.00,300 - Product,17964,Product,Design,Associate,US - Remote,E000098,,Permanent Full-time
ACTIVE,E000698,dfdemostagingRoderick.Hanna@gmail.com,Roderick,Hanna,9/1/2018,,Human Resources Manager,98595,14085,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Human Resources,Manager,US - SF Bay Area,E000098,,Permanent Full-time
ACTIVE,E000699,dfdemostagingJustine.Dennis@gmail.com,Justine,Dennis,9/1/2018,,Director of Customer Success,101733,15184,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Director,US - Remote,E000099,,Permanent Full-time
ACTIVE,E000700,dfdemostagingRyann.Gentry@gmail.com,Ryann,Gentry,9/1/2018,,Senior FE Engineer,52391,7644,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Senior,Europe - Krakow,E000099,,Permanent Full-time
ACTIVE,E000701,dfdemostagingJustine.Sanchez@gmail.com,Justine,Sanchez,9/1/2018,,VP of Product Management,143762,16558,0.30,0.00,300 - Product,17964,Product,Product Management,VP,US - SF Bay Area,E000099,,Permanent Full-time
ACTIVE,E000702,dfdemostagingSheldon.Lane@gmail.com,Sheldon,Lane,9/1/2018,,Marketing Associate - SEO/SEM,70741,10417,0.30,0.00,500 - Marketing,17964,Marketing,Marketing/SEO-SEM,Associate,US - Remote,E000099,,Permanent Full-time
ACTIVE,E000703,dfdemostagingAbigail.Hanna@gmail.com,Abigail,Hanna,9/1/2018,,FE Engineer,47968,7106,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000099,,Permanent Full-time
ACTIVE,E000704,dfdemostagingSavion.Golden@gmail.com,Savion,Golden,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000099,,Permanent Full-time
ACTIVE,E000705,dfdemostagingPaulina.Sanchez@gmail.com,Paulina,Sanchez,9/1/2018,,Principal FE Engineer,95062,13692,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/FE,Principal,US - Remote,E000099,,Permanent Full-time
ACTIVE,E000706,dfdemostagingAlbert.Kline@gmail.com,Albert,Kline,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000100,,Permanent Full-time
ACTIVE,E000707,dfdemostagingBailee.Mayo@gmail.com,Bailee,Mayo,9/1/2018,,Account Executive,69841,12506,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000100,,Permanent Full-time
ACTIVE,E000708,dfdemostagingRyan.Ingram@gmail.com,Ryan,Ingram,9/1/2018,,employee job title,annual salary (usd),benefits and others,0.30,0.00,cost center,17964,function,job family,job level,job location,E000100,,Permanent Full-time
ACTIVE,E000709,dfdemostagingSheldon.Cooper@gmail.com,Sheldon,Cooper,9/1/2018,,Talent Acquisition Manager,98490,14070,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Talent Acquisition,Manager,US - Remote,E000100,,Permanent Full-time
ACTIVE,E000710,dfdemostagingDakota.Underwood@gmail.com,Dakota,Underwood,9/1/2018,,Senior BE Engineer,87853,12818,0.30,0.00,201 - Eng B2B,17964,Engineering,Engineering/BE,Senior,US - SF Bay Area,E000100,,Permanent Full-time
ACTIVE,E000711,dfdemostagingKatelyn.Mayo@gmail.com,Katelyn,Mayo,9/1/2018,,Account Executive,69914,12519,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000100,,Permanent Full-time
ACTIVE,E000712,dfdemostagingLyla.Mcfarland@gmail.com,Lyla,Mcfarland,9/1/2018,,Associate Account Executive,63624,11568,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000100,,Permanent Full-time
ACTIVE,E000713,dfdemostagingZack.Villarreal@gmail.com,Zack,Villarreal,9/1/2018,,Chief of Staff,107676,13958,0.30,0.00,100 - C-Suite,17964,CEO Office,General Management,Principal,US - SF Bay Area,E000101,,Permanent Full-time
ACTIVE,E000714,dfdemostagingAdalyn.Middleton@gmail.com,Adalyn,Middleton,9/1/2018,,Associate Customer Success Manager,63918,11448,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000101,,Permanent Full-time
ACTIVE,E000715,dfdemostagingAiden.Cooper@gmail.com,Aiden,Cooper,9/1/2018,,VP of Sales,113573,16252,0.30,0.00,401 - Sales,17964,Sales,Sales,VP,US - Boston,E000101,,Permanent Full-time
ACTIVE,E000716,dfdemostagingKaylen.Villarreal@gmail.com,Kaylen,Villarreal,9/1/2018,,VP of Product Management,143762,16558,0.30,0.00,300 - Product,17964,Product,Product Management,VP,US - SF Bay Area,E000101,,Permanent Full-time
ACTIVE,E000717,dfdemostagingAbigail.Rice@gmail.com,Abigail,Rice,9/1/2018,,Accounting Manager,104075,14115,0.30,0.00,600 - Finance,17964,Finance,Accounting,Manager,US - SF Bay Area,E000101,,Permanent Full-time
ACTIVE,E000718,dfdemostagingEmerson.Cooper@gmail.com,Emerson,Cooper,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000101,,Permanent Full-time
ACTIVE,E000719,dfdemostagingEmerson.Villarreal@gmail.com,Emerson,Villarreal,9/1/2018,,Account Executive,69696,12480,0.30,0.00,401 - Sales,17964,Sales,Sales,Mid-level,US - Remote,E000101,,Permanent Full-time
ACTIVE,E000720,dfdemostagingEvangeline.Rasmussen@gmail.com,Evangeline,Rasmussen,9/1/2018,,General Counsel,112440,14992,0.30,0.00,700 - Admin,17964,Administrative,Administrative/Legal,Director,US - SF Bay Area,E000102,,Permanent Full-time
ACTIVE,E000721,dfdemostagingAbigail.Mayo@gmail.com,Abigail,Mayo,9/1/2018,,Associate Account Executive,63690,11580,0.30,0.00,401 - Sales,17964,Sales,Sales,Associate,US - Remote,E000102,,Permanent Full-time
ACTIVE,E000722,dfdemostagingRyan.Erickson@gmail.com,Ryan,Erickson,9/1/2018,,Associate Customer Success Manager,63717,11412,0.30,0.00,402 - Cust Success,17964,Sales,Customer Success,Associate,US - Remote,E000102,,Permanent Full-time
ACTIVE,E000723,dfdemostagingKamila.Gentry@gmail.com,Kamila,Gentry,9/1/2018,,FE Engineer,48114,7128,0.30,0.00,202 - Eng B2C,17964,Engineering,Engineering/FE,Mid-level,Europe - Krakow,E000102,,Permanent Full-time
